ClientCode	Application	Feature	Upin	Comment
1041	Positive Testing	GEN	TEST_1041_GEN_USER1	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER2	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER3	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER4	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER5	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER6	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER7	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER8	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER9	Use only for Positive testing.
1041	Positive Testing	GEN	TEST_1041_GEN_USER10	Use only for Positive testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER1	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER2	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER3	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER4	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER5	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER6	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER7	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER8	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER9	Use only for Campaigns testing.
1041	Campaigns	CMP	TEST_1041_CAMPAIGN_USER10	Use only for Campaigns testing.
