ClientCode	Application	Feature	Upin	Comment
1025	Positive Testing	GEN	TEST_1025_GEN_USER1	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER2	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER3	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER4	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER5	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER6	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER7	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER8	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER9	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER10	Use only for Positive testing.
1025	Positive Testing	GEN	TEST_1025_GEN_USER11	Use only for Positive testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER1	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER2	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER3	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER4	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER5	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER6	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER7	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER8	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER9	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER10	Use only for Campaigns testing.
1025	Campaigns	CMP	TEST_1025_CAMP_USER11	Use only for Campaigns testing.
