ClientCode	Application	Feature	Upin	Comment
1011	Campaigns	CMP	TEST_1011_CAMP_USER1	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER2	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER3	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER4	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER5	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER6	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER7	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER8	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER9	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER10	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER11	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER12	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER13	Use only for Campaigns testing.
1011	Campaigns	CMP	TEST_1011_CAMP_USER14	Use only for Campaigns testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER1	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER2	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER3	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER4	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER5	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER6	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER7	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER8	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER9	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER10	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER11	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER12	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER13	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER14	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER15	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER16	Use only for Positive testing.
1011	Positive Testing	GEN	TEST_1011_GEN_USER17	Use only for Positive testing.
1011	2018 IM	IM	TEST_1011_IM_USER101	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER102	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER103	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER104	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER105	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER106	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER107	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER108	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER109	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER110	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER111	Use only for Incentive Management testing.
1011	2018 IM	IM	TEST_1011_IM_USER112	Use only for Incentive Management testing.
1011	Benefits Quiz	QUIZ	TEST_1011_QUIZ_USER1	Use only for Benefits Quiz testing.
1011	Benefits Quiz	QUIZ	TEST_1011_QUIZ_USER2	Use only for Benefits Quiz testing.
1011	Benefits Quiz	QUIZ	TEST_1011_QUIZ_USER3	Use only for Benefits Quiz testing.
1011	Benefits Quiz	QUIZ	TEST_1011_QUIZ_USER4	Use only for Benefits Quiz testing.
1011	Benefits Quiz	QUIZ	TEST_1011_QUIZ_USER5	Use only for Benefits Quiz testing.
1011	Benefits Quiz	QUIZ	TEST_1011_QUIZ_USER6	Use only for Benefits Quiz testing.
