ClientCode	Application	Feature	Upin	Comment
1023	Positive Testing	GEN	TEST_1023_GEN_USER1	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER2	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER3	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER4	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER5	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER6	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER7	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER8	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER9	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER10	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER11	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER12	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER13	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER14	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER15	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER16	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER17	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER18	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER19	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER20	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER21	Use only for Positive testing.
1023	Positive Testing	GEN	TEST_1023_GEN_USER22	Use only for Positive testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER1	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER2	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER3	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER4	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER5	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER6	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER7	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER8	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER9	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER10	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER11	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER12	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER13	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER14	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER15	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER16	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER17	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER18	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER19	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER20	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER21	Use only for Campaigns testing.
1023	Campaigns	CMP	TEST_1023_CAMP_USER22	Use only for Campaigns testing.
