ClientCode	Application	Feature	Upin	Comment
1029	Positive Testing	GEN	TEST_1029_GEN_USER101	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER102	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER103	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER104	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER105	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER106	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER107	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER108	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER109	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER110	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER111	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER112	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER113	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER114	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER115	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER116	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER117	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER118	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER119	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER120	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER121	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER122	Use only for Positive testing.
1029	Positive Testing	GEN	TEST_1029_GEN_USER123	Use only for Positive testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER1	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER2	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER3	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER4	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER5	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER6	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER7	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER8	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER9	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER10	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER11	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER12	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER13	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER14	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER15	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER16	Use only for Campaigns testing.
1029	Campaigns	CMP	TEST_1029_CAMP_USER17	Use only for Campaigns testing.
1029	2018 IM	IM	TEST_1029_IM_USER101	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER102	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER103	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER104	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER105	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER106	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER107	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER108	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER109	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER110	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER111	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER112	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER113	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER114	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER115	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER116	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER117	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER118	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER119	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER120	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER121	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER122	Use only for Incentive Management testing.
1029	2018 IM	IM	TEST_1029_IM_USER123	Use only for Incentive Management testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER101	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER102	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER103	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER104	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER105	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER106	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER107	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER108	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER109	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER110	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER111	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER112	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER113	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER114	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER115	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER116	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER117	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER118	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER119	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER120	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER121	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER122	Use only for Benefits Quiz testing.
1029	Benefits Quiz	QUIZ	TEST_1029_BQ_USER123	Use only for Benefits Quiz testing.
